Time_Index,Load_HSC_Tonne_z1,Load_HSC_Tonne_z2,Load_HSC_Tonne_z3
2972,22.3,9.7,8.2
2973,13.8,6.1,5.1
2974,19.5,8.5,7.2
2975,17.5,7.6,6.3
2976,10.6,4.7,3.7
2977,9.1,4.1,3.1
2978,5.5,2.6,1.8
2979,5.4,2.5,1.8
2980,9.1,4,3.2
2981,7,3.2,2.4
2982,5.3,2.5,1.8
2983,5.2,2.4,1.7
2984,5.4,2.5,1.7
2985,7.1,3.2,2.5
2986,10.5,4.6,4
2987,6.6,3,2.6
2988,9.3,4,3.6
2989,12.2,5.3,4.6
2990,7.9,3.5,3.1
2991,10.6,4.6,4
2992,20.5,8.8,7.5
2993,17.4,7.5,6.2
2994,7.7,3.4,2.7
2995,7.5,3.4,2.6
2996,8.3,3.8,2.9
2997,16.9,7.3,6
2998,16.6,7.3,6
2999,15.8,7,5.6
3000,11,5,3.9
3001,10.7,4.9,3.7
3002,10.1,4.7,3.5
3003,10.7,5,3.7
3004,10.5,4.9,3.7
3005,13,6,4.6
3006,15.2,6.9,5.4
3007,16.3,7.2,5.6
3008,23,9.8,7.8
3009,18,7.7,6.1
3010,18.5,7.9,6.5
3011,19.1,8.1,6.7
3012,14.3,6.2,5
3013,10.6,4.6,3.7
3014,20.5,8.7,7.3
3015,13.1,5.7,4.6
3016,13,5.8,4.7
3017,9.5,4.6,3.5
3018,10.1,4.9,3.8
3019,11.9,5.7,4.4
3020,23.1,10.3,8.5
3021,23.9,10.6,8.7
3022,14.8,6.8,5.5
3023,8.8,4.4,3.2
3024,4.9,2.8,1.8
3025,4.8,2.7,1.6
3026,4.7,2.6,1.6
3027,4.7,2.6,1.6
3028,4.8,2.6,1.7
3029,5,2.7,1.8
3030,5.5,2.8,2.1
3031,7.8,3.5,2.9
3032,14.4,5.9,5.1
3033,11.4,4.6,3.9
3034,21.1,8.6,7.5
3035,15.4,6.2,5.4
3036,16.3,6.6,5.7
3037,16.2,6.5,5.7
3038,13.2,5.3,4.5
3039,19,7.7,6.6
3040,20.9,8.7,7.4
3041,25.1,10.7,9
3042,20.9,9.1,7.5
3043,17.4,7.6,6.3
3044,23.7,10.2,8.5
3045,20.4,8.8,7.3
3046,11.5,5.2,4.1
3047,15.2,6.8,5.4
3048,14.3,6.4,5.1
3049,10,4.7,3.5
3050,9.9,4.6,3.4
3051,9.8,4.6,3.4
3052,8.5,4,2.9
3053,5.4,2.8,1.9
3054,5.9,2.9,2.1
3055,8.3,3.7,3
3056,14.5,5.9,5
3057,26.7,10.9,9.4
3058,18.7,7.5,6.5
3059,16.3,6.5,5.6
3060,13.1,5.3,4.5
3061,15.7,6.3,5.4
3062,18,7.3,6.2
3063,19.6,8,6.8
3064,23.4,9.7,8.3
3065,28.2,12,10.1
3066,16.7,7.3,5.9
3067,15.8,7,5.6
3068,12.4,5.6,4.4
3069,13.9,6.2,4.9
3070,16.1,7.1,5.7
3071,10.1,4.7,3.5
3072,8.4,4,2.9
3073,5,2.6,1.7
3074,5,2.6,1.6
3075,5,2.6,1.7
3076,5,2.6,1.7
3077,5.1,2.6,1.7
3078,5.6,2.8,1.9
3079,8.9,3.9,3.1
3080,16.7,6.8,5.7
3081,13.9,5.6,4.7
3082,13.2,5.2,4.4
3083,13.4,5.3,4.5
3084,18.7,7.6,6.4
3085,19,7.7,6.5
3086,17.9,7.2,6.1
3087,17.4,7,5.9
3088,14.4,6,4.9
3089,15.6,6.7,5.4
3090,28,12,10
3091,19.3,8.4,6.8
3092,21.1,9.1,7.4
3093,17,7.3,5.9
3094,16.4,7.2,5.8
3095,11.7,5.4,4.1
3096,9.8,4.6,3.4
3097,8.7,4.2,3
3098,5.9,3,2
3099,9.5,4.5,3.3
3100,9.5,4.5,3.3
3101,9.6,4.5,3.3
3102,11.1,5.1,3.9
3103,13.1,5.7,4.5
3104,16.3,6.7,5.4
3105,15.4,6.2,5.1
3106,17.5,7.1,6
3107,18.8,7.6,6.5
3108,24.2,9.9,8.5
3109,11.1,4.5,3.7
3110,13.1,5.3,4.4
3111,15.5,6.4,5.3
3112,20.1,8.5,7.1
3113,8,3.7,2.8
3114,8.5,4,3
3115,8.9,4.2,3.1
3116,15.4,6.8,5.4
3117,20,8.7,7.1
3118,26.1,11.2,9.3
3119,20.2,8.9,7.2
3120,10.1,4.7,3.5
3121,8.6,4.1,3
3122,9.6,4.5,3.4
3123,9.6,4.6,3.4
3124,9.6,4.6,3.4
3125,9.6,4.6,3.5
3126,9.3,4.5,3.5
3127,7.4,3.7,3
3128,5.9,3,2.3
3129,8.8,4.1,3.4
3130,12,5.4,4.5
3131,14.1,6.3,5.3
3132,12.3,5.6,4.7
3133,6.6,3.2,2.6
3134,7.7,3.7,3
3135,16.1,7.2,6
3136,9,4.2,3.4
3137,7.2,3.5,2.7
3138,7.7,3.8,2.8
3139,8,3.9,2.9
3140,13.6,6.2,5
3141,16,7.2,5.8
3142,19.1,8.4,6.9
3143,17,7.6,6.1
3144,18.3,8.1,6.5
3145,10.1,4.7,3.5
3146,9.6,4.5,3.3
3147,9.6,4.5,3.3
3148,9.6,4.5,3.3
3149,9.5,4.5,3.3
3150,9.2,4.4,3.2
3151,7.3,3.7,2.6
3152,4.6,2.5,1.6
3153,6.7,3.3,2.4
3154,5.6,2.9,2.3
3155,6.1,3.1,2.5
3156,8.6,4.1,3.3
3157,5.9,3,2.3
3158,6.9,3.4,2.7
3159,10.7,5,4
3160,12,5.5,4.4
3161,6.6,3.3,2.3
3162,8.9,4.3,3.2
3163,14.7,6.7,5.2
3164,9.1,4.3,3.2
3165,5.2,2.7,1.8
3166,5.2,2.7,1.8
3167,6.3,3.1,2.2
3168,8.8,4.2,3.1
3169,4.9,2.6,1.7
3170,4.8,2.6,1.6
3171,4.8,2.6,1.6
3172,4.8,2.6,1.6
3173,5,2.6,1.7
3174,5.6,2.8,1.9
3175,7.7,3.4,2.5
3176,11.5,4.6,3.6
3177,20.7,8.3,6.9
3178,17,6.8,5.8
3179,20.9,8.4,7.2
3180,15.1,6.1,5.2
3181,20.5,8.3,7.1
3182,21.5,8.7,7.4
3183,17.8,7.2,6.1
3184,18.5,7.7,6.5
3185,29.6,12.5,10.6
3186,50,21.2,18.1
3187,37.1,15.8,13.4
3188,31.6,13.5,11.3
3189,15.6,6.9,5.5
3190,10.9,5,3.8
3191,24.3,10.6,8.7
3192,11.9,5.5,4.2
3193,10.1,4.8,3.5
3194,4.9,2.6,1.6
3195,4.9,2.6,1.6
3196,4.9,2.6,1.6
3197,5,2.6,1.7
3198,5.5,2.8,1.9
3199,10.7,4.7,3.8
3200,17.2,7,5.9
3201,15.4,6.2,5.3
3202,11.9,4.7,4
3203,12.3,4.8,4.1
3204,11.5,4.6,3.9
3205,15.6,6.2,5.3
3206,12.3,4.8,4.1
3207,12.7,5.1,4.2
3208,16.5,6.8,5.7
3209,16.7,7.2,5.9
3210,22.1,9.6,7.8
3211,20.9,9.1,7.4
3212,13.3,5.9,4.7
3213,13,5.7,4.5
3214,12.1,5.4,4.2
3215,20.2,8.9,7.2
3216,20.3,8.9,7.2
3217,9.7,4.6,3.4
3218,8.2,4,2.8
3219,4.9,2.6,1.6
3220,5,2.6,1.6
3221,5.1,2.6,1.7
3222,5.7,2.8,2
3223,9.1,4,3.2
3224,19.4,7.9,6.7
3225,13.5,5.4,4.5
3226,13.1,5.2,4.4
3227,18.4,7.4,6.3
3228,16.1,6.5,5.5
3229,16.4,6.6,5.6
3230,15.9,6.4,5.4
3231,15,6.1,5.1
3232,19.7,8.2,6.8
3233,18.5,8,6.5
3234,26,11.2,9.2
3235,25.4,11,9.1
3236,17,7.5,6
3237,16.9,7.4,5.9
3238,18.2,8,6.4
3239,10.4,4.8,3.7
3240,8.3,4,2.9
3241,5,2.6,1.6
3242,8.4,4,2.9
3243,9.6,4.5,3.3
3244,9.6,4.5,3.3
3245,9.5,4.5,3.3
3246,6.5,3.2,2.3
3247,10.7,4.8,3.9
3248,20.5,8.6,7.3
3249,17.2,7.1,6
3250,14.2,5.9,5
3251,10.5,4.3,3.6
3252,11.6,4.8,4
3253,15.4,6.4,5.4
3254,15.2,6.2,5.3
3255,16.5,6.8,5.7
3256,18.3,7.7,6.4
3257,13.1,5.7,4.6
3258,30.5,13.1,10.9
3259,32,13.7,11.5
3260,18.3,8,6.5
3261,18.2,7.9,6.4
3262,14.1,6.3,5
3263,11.4,5.3,4
3264,9.6,4.5,3.4
3265,9.4,4.4,3.3
3266,5.9,3,2
3267,4.7,2.5,1.6
3268,4.7,2.5,1.6
3269,4.7,2.5,1.6
3270,5.1,2.7,1.8
3271,7.1,3.3,2.5
3272,16.4,6.9,5.7
3273,13.6,5.6,4.6
3274,10.5,4.3,3.5
3275,10.6,4.3,3.6
3276,12.8,5.3,4.4
3277,14.9,6.2,5.2
3278,14.9,6.1,5.2
3279,15.5,6.5,5.4
3280,16.5,7,5.8
3281,8,3.7,2.7
3282,20.1,8.8,7.1
3283,11.1,5,3.9
3284,20.9,9.1,7.4
3285,12.1,5.4,4.2
3286,7.8,3.6,2.6
3287,12.8,5.8,4.5
3288,11.5,5.3,4
3289,14.5,6.6,5.1
3290,12.3,5.7,4.3
3291,10.4,4.9,3.6
3292,5.1,2.7,1.7
3293,4.6,2.5,1.6
3294,4.6,2.5,1.7
3295,5,2.7,1.9
3296,6.8,3.3,2.4
3297,10.5,4.7,3.6
3298,6.6,3.1,2.2
3299,10.3,4.6,3.6
3300,12.8,5.7,4.5
3301,15.1,6.7,5.3
3302,15.8,6.9,5.6
3303,18,7.9,6.4
3304,24.9,10.8,8.8
3305,26.6,11.5,9.5
3306,18.6,8.2,6.6
3307,13.6,6.1,4.8
3308,24.4,10.6,8.7
3309,12.4,5.6,4.4
3310,10.2,4.7,3.6
3311,9.9,4.6,3.5
3312,13,5.9,4.6
3313,9.7,4.6,3.4
3314,9.5,4.5,3.3
3315,6.1,3.1,2.1
3316,4.8,2.5,1.6
3317,4.8,2.6,1.6
3318,4.7,2.5,1.6
3319,4.9,2.6,1.7
3320,5.1,2.6,1.7
3321,5.4,2.8,1.9
3322,5.7,2.9,2
3323,8.2,3.9,3
3324,18.8,8.3,6.8
3325,24.7,10.7,8.9
3326,18.2,8.1,6.6
3327,17.1,7.6,6.1
3328,11.3,5.2,4
3329,6.6,3.3,2.3
3330,11,5.1,3.9
3331,13.7,6.2,4.9
3332,12.5,5.7,4.4
3333,12.2,5.6,4.3
3334,11.6,5.4,4.1
3335,5,2.6,1.7
3336,4.8,2.5,1.6
3337,4.8,2.6,1.6
3338,4.7,2.5,1.6
3339,4.7,2.5,1.6
3340,4.7,2.5,1.6
3341,4.7,2.5,1.6
3342,5.1,2.6,1.7
3343,7.3,3.3,2.4
3344,16,6.5,5.3
3345,19.9,8.1,6.7
3346,12.7,5.1,4.2
3347,15.5,6.2,5.2
3348,16.3,6.6,5.5
3349,11.3,4.5,3.7
3350,20.4,8.2,6.9
3351,21.1,8.6,7.2
3352,25.8,10.7,9
3353,19.4,8.4,6.8
3354,32.4,13.9,11.6
3355,22.6,9.8,8.1
3356,20.7,9.1,7.4
3357,7.9,3.7,2.7
3358,11.9,5.4,4.2
3359,9.2,4.3,3.2
3360,7.6,3.7,2.6
3361,4.8,2.6,1.6
3362,4.8,2.5,1.6
3363,4.8,2.5,1.6
3364,4.7,2.5,1.6
3365,4.8,2.5,1.6
3366,6.4,3.2,2.2
3367,11.5,5,3.9
3368,13.3,5.4,4.3
3369,12.6,5,4
3370,11.7,4.6,3.8
3371,16.7,6.7,5.7
3372,18.8,7.6,6.5
3373,15.6,6.2,5.3
3374,13.3,5.3,4.4
3375,13,5.2,4.3
3376,18.1,7.5,6.2
3377,17.3,7.5,6.1
3378,22.8,9.9,8.1
3379,21.8,9.5,7.7
3380,20.7,9,7.4
3381,11.4,5.1,3.9
3382,10.5,4.8,3.7
3383,13.6,6.2,4.8
3384,11.1,5.2,3.9
3385,9.5,4.5,3.3
3386,9.3,4.4,3.2
3387,8.7,4.2,3
3388,5.2,2.7,1.7
3389,4.8,2.6,1.6
3390,5.4,2.7,1.9
3391,15.3,6.6,5.4
3392,29,11.9,10.1
3393,29.4,12,10.2
3394,25.3,10.2,8.7
3395,24.2,9.7,8.3
3396,31,12.6,10.8
3397,18.8,7.5,6.3
3398,12.2,4.8,3.9
3399,11.2,4.4,3.6
3400,9.5,3.9,3
3401,12,5.2,4
3402,27,11.6,9.6
3403,15.8,6.9,5.5
3404,19.4,8.5,6.8
3405,23.7,10.2,8.4
3406,20.6,8.9,7.3
3407,11.9,5.4,4.2
3408,6.8,3.3,2.3
3409,9.1,4.3,3.1
3410,5.1,2.6,1.7
3411,5.1,2.6,1.7
3412,5.1,2.6,1.7
3413,4.9,2.6,1.6
3414,5.2,2.7,1.8
3415,12.1,5.4,4.3
3416,16.5,6.9,5.6
3417,16.3,6.7,5.5
3418,14,5.8,4.7
3419,14,5.7,4.6
3420,12.6,5.2,4.2
3421,15,6.1,5
3422,11.9,4.8,3.9
3423,11.3,4.6,3.6
3424,11.6,4.9,3.8
3425,15.9,6.8,5.4
3426,23.2,10,8.2
3427,20.9,9.1,7.4
3428,18.7,8.2,6.6
3429,17,7.5,6
3430,16.4,7.3,5.8
3431,11.8,5.4,4.2
3432,4.8,2.6,1.6
3433,4.7,2.5,1.6
3434,4.6,2.5,1.5
3435,4.7,2.5,1.6
3436,4.7,2.5,1.6
3437,4.8,2.5,1.6
3438,5.2,2.7,1.8
3439,10.6,4.7,3.8
3440,17,7.1,5.8
3441,26.1,10.8,9
3442,16.9,6.9,5.7
3443,15.1,6.2,5
3444,10.3,4.2,3.3
3445,13.7,5.6,4.6
3446,10.3,4.2,3.3
3447,12.9,5.4,4.3
3448,9.7,4.2,3.1
3449,17.8,7.7,6.2
3450,28.5,12.2,10.2
3451,19.9,8.7,7
3452,11,5,3.8
3453,12.1,5.4,4.2
3454,13.2,5.9,4.6
3455,9.8,4.5,3.4
3456,5.2,2.7,1.7
3457,5,2.6,1.7
3458,4.8,2.5,1.6
3459,4.7,2.5,1.6
3460,4.7,2.5,1.6
3461,4.6,2.5,1.5
3462,4.6,2.5,1.6
3463,5,2.7,1.9
3464,10.4,4.8,3.7
3465,12.5,5.6,4.5
3466,13.3,5.9,4.8
3467,11.5,5.1,4.1
3468,9,4.1,3.2
3469,11.2,5.1,4
3470,10.3,4.7,3.7
3471,16.5,7.3,5.9
3472,20.8,9.1,7.4
3473,25.9,11.2,9.2
3474,25.4,11,9.1
3475,22.9,10,8.2
3476,19.5,8.6,7
3477,20.8,9.1,7.4
3478,24.5,10.7,8.8
3479,17.5,7.8,6.2
3480,11.1,5.2,3.9
3481,9.4,4.5,3.3
3482,5.9,3,2
3483,4.6,2.5,1.5
3484,4.6,2.5,1.5
3485,4.5,2.5,1.5
3486,4.5,2.5,1.6
3487,4.9,2.6,1.7
3488,5.2,2.7,1.8
3489,5.5,2.8,2
3490,5.8,2.9,2.1
3491,5.9,2.9,2.2
3492,9.7,4.5,3.5
3493,12.7,5.8,4.6
3494,10.8,5,3.9
3495,5.5,2.8,2
3496,7.8,3.8,2.7
3497,19.3,8.5,6.9
3498,21.2,9.3,7.6
3499,26,11.3,9.3
3500,18.4,8.2,6.6
3501,13.4,6.1,4.8
3502,5.1,2.7,1.7
3503,9.8,4.6,3.5
3504,7.9,3.8,2.7
3505,4.9,2.6,1.7
3506,4.9,2.6,1.6
3507,4.9,2.6,1.6
3508,4.9,2.6,1.6
3509,4.7,2.5,1.6
3510,5,2.6,1.7
3511,14,6.1,4.8
3512,18.8,7.9,6.4
3513,23,9.5,7.9
3514,17.9,7.4,6.1
3515,10.5,4.3,3.4
3516,9.6,4,3.2
3517,11.1,4.6,3.7
3518,14.7,6,4.9
3519,22.7,9.4,7.8
3520,21,8.8,7.3
3521,34.8,14.8,12.4
3522,31.3,13.4,11.2
3523,19.6,8.6,7
3524,9.4,4.3,3.3
3525,9.7,4.5,3.4
3526,16.7,7.4,5.9
3527,11.1,5.1,3.9
3528,5.1,2.6,1.7
3529,4.9,2.6,1.6
3530,4.8,2.6,1.6
3531,4.7,2.5,1.6
3532,4.9,2.6,1.6
3533,4.8,2.6,1.6
3534,5.3,2.7,1.9
3535,7.7,3.5,2.7
3536,15.2,6.2,5.2
3537,20,8.1,6.9
3538,20,8.1,6.9
3539,15.2,6,5.1
3540,11.5,4.6,3.8
3541,11.8,4.7,3.9
3542,14.2,5.7,4.8
3543,14,5.6,4.7
3544,16.3,6.8,5.6
3545,24.1,10.3,8.5
3546,16.4,7.2,5.8
3547,28,12,10
3548,30.2,13,10.8
3549,26,11.2,9.2
3550,25.2,10.9,9
3551,12,5.5,4.2
3552,9,4.3,3.1
3553,9.9,4.6,3.4
3554,5.5,2.8,1.8
3555,5.1,2.6,1.7
3556,5.2,2.7,1.7
3557,5.2,2.7,1.7
3558,5.8,2.9,2
3559,8.2,3.6,2.8
3560,12.1,4.9,3.9
3561,24.5,9.9,8.4
3562,14.2,5.6,4.7
3563,12.7,4.9,4.1
3564,18.7,7.5,6.3
3565,17.5,6.9,5.8
3566,15.2,6,5
3567,18.8,7.5,6.3
3568,22,9.1,7.6
3569,19.8,8.4,6.8
3570,26.9,11.5,9.5
3571,21,9.1,7.4
3572,34.3,14.6,12.2
3573,26.6,11.4,9.4
3574,23.2,10,8.2
3575,23,10,8.2
3576,26.5,11.5,9.4
3577,12.4,5.7,4.3
3578,6.9,3.4,2.4
3579,4.7,2.5,1.6
3580,4.6,2.5,1.6
3581,4.5,2.5,1.5
3582,4.5,2.5,1.6
3583,4.9,2.6,1.9
3584,5.2,2.7,1.9
3585,9,4.2,3.2
3586,10.5,4.8,3.8
3587,12,5.4,4.2
3588,10.5,4.8,3.7
3589,12.7,5.8,4.6
3590,18.8,8.3,6.8
3591,12.2,5.6,4.3
3592,18.3,8.1,6.5
3593,16,7.2,5.7
3594,8.5,4,3
3595,5.2,2.7,1.8
3596,13.4,6.1,4.7
3597,24.4,10.7,8.7
3598,14.8,6.7,5.3
3599,14.4,6.5,5.1
3600,11.6,5.4,4.1
3601,9.3,4.4,3.2
3602,6.9,3.4,2.3
3603,4.7,2.5,1.6
3604,4.7,2.5,1.6
3605,4.6,2.5,1.5
3606,4.8,2.6,1.7
3607,7.1,3.4,2.6
3608,14.6,6.4,5.1
3609,20.4,8.7,7.1
3610,16.6,7.1,5.7
3611,13.5,5.7,4.5
3612,11.3,4.9,3.8
3613,21.5,9.1,7.5
3614,16.9,7.2,5.8
3615,12,5.2,4
3616,11.4,5.1,3.9
3617,15.8,7,5.5
3618,19.3,8.5,6.9
3619,26.5,11.5,9.5
3620,20,8.8,7.1
3621,21.9,9.6,7.8
3622,10.9,5,3.8
3623,10.1,4.7,3.5
3624,13.7,6.2,4.8
3625,9.6,4.5,3.3
3626,6.9,3.5,2.4
3627,4.6,2.5,1.5
3628,7.4,3.6,2.5
3629,4.5,2.5,1.5
3630,4.6,2.5,1.6
3631,5.3,2.8,2
3632,5.5,2.8,1.9
3633,7.5,3.6,2.6
3634,7,3.3,2.3
3635,8.8,4,3
3636,14.1,6.2,4.9
3637,6.8,3.2,2.3
3638,13.1,5.9,4.6
3639,15,6.6,5.2
3640,17.7,7.8,6.2
3641,11.6,5.3,4
3642,5.6,2.9,1.9
3643,5.3,2.7,1.8
3644,5.1,2.7,1.8
3645,6.4,3.2,2.2
3646,8.1,3.9,2.8
3647,5.3,2.7,1.8
3648,5,2.6,1.7
3649,5,2.6,1.7
3650,4.9,2.6,1.6
3651,4.8,2.6,1.6
3652,4.7,2.5,1.6
3653,4.6,2.5,1.5
3654,4.4,2.5,1.5
3655,4.7,2.5,1.6
3656,7.5,3.6,2.6
3657,12.5,5.7,4.5
3658,13.6,6.1,4.9
3659,7.4,3.5,2.6
3660,7,3.3,2.4
3661,13,5.9,4.6
3662,11.9,5.4,4.2
3663,16.4,7.3,5.8
3664,16.4,7.3,5.8
3665,14.9,6.7,5.3
3666,18,8,6.4
3667,21.8,9.5,7.8
3668,18.3,8.1,6.5
3669,19.7,8.7,7
3670,9.9,4.6,3.5
3671,6.8,3.3,2.3
3672,9.9,4.6,3.4
3673,10,4.7,3.5
3674,9.9,4.6,3.4
3675,9.4,4.4,3.3
3676,5.5,2.8,1.8
3677,5.1,2.6,1.7
3678,5.5,2.7,1.8
3679,7.7,3.4,2.5
3680,14.4,6,4.7
3681,15.8,6.5,5.3
3682,21.4,8.8,7.3
3683,13.8,5.6,4.5
3684,10.1,4.1,3.1
3685,13.9,5.6,4.5
3686,20.3,8.3,6.8
3687,21.4,8.8,7.2
3688,14.3,6,4.7
3689,10.7,4.7,3.6
3690,31.2,13.3,11.1
3691,22.8,9.8,8.1
3692,16.3,7.2,5.7
3693,15.6,6.9,5.5
3694,5.7,2.8,1.9
3695,5.5,2.8,1.9
3696,5.2,2.7,1.7
3697,5.1,2.6,1.7
3698,5,2.6,1.6
3699,4.9,2.6,1.6
3700,5.1,2.6,1.7
3701,5.1,2.6,1.7
3702,5.6,2.8,1.9
3703,7.9,3.5,2.7
3704,15.6,6.4,5.2
3705,27.5,11.2,9.4
3706,16,6.3,5.2
3707,12.3,4.7,3.7
3708,11.6,4.5,3.5
3709,12.9,5.1,4
3710,17,6.7,5.5
3711,20,8,6.6
3712,10.1,4.1,3.2
3713,24,10.2,8.4
3714,22.3,9.6,7.9
3715,23.2,10,8.3
3716,27.1,11.7,9.7
3717,24.2,10.4,8.6
3718,22,9.6,7.8
3719,16.8,7.5,6
3720,10.3,4.8,3.6
3721,10.1,4.7,3.5
3722,10,4.6,3.4
3723,9.5,4.5,3.3
3724,6.4,3.2,2.1
3725,5.2,2.7,1.7
3726,5.8,2.9,2
3727,8.2,3.6,2.8
3728,15.4,6.2,5.1
3729,16.8,6.7,5.5
3730,15.4,6.1,5
3731,19.5,7.8,6.5
3732,18.5,7.4,6.1
3733,11.8,4.6,3.7
3734,15.3,6.1,4.9
3735,13.9,5.5,4.4
3736,9.6,3.9,3
3737,12.4,5.4,4.2
3738,22.2,9.6,7.9
3739,36.2,15.4,13
3740,20.5,8.9,7.3
3741,10.4,4.7,3.6
3742,10,4.6,3.4
3743,5.6,2.8,1.9
3744,5.2,2.7,1.7
3745,8.6,4.1,3
3746,5.4,2.8,1.8
3747,5.1,2.6,1.7
3748,5,2.6,1.7
3749,5,2.6,1.7
3750,5.5,2.8,1.9
3751,7.2,3.3,2.5
3752,21.9,9.1,7.5
3753,21.8,9,7.5
3754,18.8,7.7,6.4
3755,18.4,7.5,6.2
3756,17.4,7.2,5.9
3757,13.5,5.5,4.5
3758,13.7,5.6,4.6
3759,17.2,7.1,5.8
3760,14.4,6.1,4.8
3761,18.9,8.2,6.6
3762,17.8,7.8,6.3
3763,22.8,9.9,8.1
3764,23,10,8.2
3765,16.1,7.2,5.7
3766,11.3,5.2,4
3767,5.6,2.8,1.9
3768,11.5,5.3,4
3769,9.5,4.5,3.3
3770,9.4,4.5,3.3
3771,9.3,4.5,3.3
3772,9.4,4.5,3.3
3773,9.3,4.5,3.3
3774,9.6,4.5,3.4
3775,9.1,4.1,3.2
3776,10.5,4.4,3.5
3777,14.9,6.2,5
3778,10.6,4.3,3.5
3779,10.5,4.2,3.4
3780,14.1,5.8,4.8
3781,12.4,5.1,4.1
3782,22.1,9.1,7.7
3783,18.2,7.6,6.2
3784,8.4,3.7,2.7
3785,14,6.1,4.8
3786,23,10,8.2
3787,18.9,8.3,6.7
3788,24.9,10.8,8.9
3789,17.1,7.6,6.1
3790,11.5,5.2,4
3791,14.1,6.3,5
3792,9.1,4.3,3.2
3793,4.9,2.6,1.6
3794,4.7,2.5,1.6
3795,4.6,2.5,1.5
3796,4.6,2.5,1.5
3797,4.4,2.4,1.5
3798,4.5,2.5,1.6
3799,5,2.7,1.9
3800,10.7,5,4
3801,7.7,3.7,2.9
3802,10.1,4.6,3.8
3803,10.6,4.8,3.9
3804,11.5,5.2,4.3
3805,9.5,4.4,3.6
3806,6.6,3.2,2.5
3807,19.9,8.7,7.3
3808,26.2,11.3,9.5
3809,13,5.9,4.7
3810,9.9,4.6,3.5
3811,13.4,6.1,4.8
3812,10.1,4.7,3.6
3813,9.9,4.6,3.5
3814,17.2,7.7,6.1
3815,15.2,6.8,5.4
3816,12.4,5.7,4.4
3817,8.4,4,2.9
3818,4.8,2.6,1.6
3819,4.8,2.6,1.6
3820,4.7,2.5,1.5
3821,4.5,2.5,1.5
3822,4.3,2.4,1.5
3823,4.5,2.5,1.6
3824,4.7,2.5,1.6
3825,5.1,2.7,1.9
3826,5.3,2.7,1.9
3827,5.5,2.8,2
3828,8.3,3.9,3
3829,14.2,6.4,5.1
3830,9.6,4.5,3.4
3831,9.1,4.2,3.2
3832,11.9,5.4,4.2
3833,15.1,6.7,5.3
3834,23.6,10.3,8.5
3835,25.5,11.1,9.1
3836,20.9,9.2,7.5
3837,23.2,10.1,8.3
3838,22.4,9.8,8
3839,19.5,8.6,6.9
3840,15.5,7,5.5
3841,8.5,4.1,2.9
3842,4.8,2.5,1.6
3843,4.7,2.5,1.6
3844,4.6,2.5,1.6
3845,4.4,2.4,1.5
3846,4.2,2.4,1.4
3847,4.4,2.5,1.6
3848,4.6,2.5,1.6
3849,4.9,2.6,1.7
3850,5.1,2.7,1.8
3851,5.3,2.7,1.8
3852,5.4,2.7,1.8
3853,5.4,2.7,1.8
3854,5.3,2.7,1.8
3855,5.4,2.7,1.8
3856,8.9,4.2,3.1
3857,10.4,4.8,3.6
3858,8.3,4,2.9
3859,9.9,4.6,3.5
3860,23.3,10.2,8.4
3861,30.5,13.1,10.9
3862,29.5,12.8,10.6
3863,34,14.6,12.2
3864,34.5,14.9,12.4
3865,26.2,11.5,9.4
3866,15.7,7.3,5.5
3867,14.3,6.7,5
3868,11.8,5.7,4.1
3869,8.9,4.6,3.1
3870,5.8,3.3,2.1
3871,9,4.4,3.2
3872,14.7,6.5,5
3873,21.5,9.2,7.3
3874,15,6.5,5
3875,12.4,5.4,4
3876,16.5,7.1,5.5
3877,16.8,7.2,5.6
3878,15.8,6.8,5.2
3879,11.8,5.2,3.7
3880,12.5,5.7,4.1
3881,26,11.6,9.2
3882,19,8.9,6.8
3883,21.3,9.9,7.7
3884,15,7.3,5.3
3885,20.9,9.7,7.4
3886,23.1,10.7,8.3
3887,22.8,10.6,8.2
3888,18,8.7,6.5
3889,7.6,4.3,2.7
3890,5.6,3.6,1.9
3891,5.6,3.6,1.9
3892,5.6,3.5,1.9
3893,5.5,3.5,1.9
3894,6.2,3.8,2.2
3895,14.5,7,5.1
3896,15.3,7,5.1
3897,18.2,8.1,6.2
3898,21.8,9.5,7.5
3899,16.6,7.3,5.6
3900,14.6,6.5,4.9
3901,17.2,7.5,5.8
3902,16.1,7,5.4
3903,11.7,5.2,3.8
3904,12.5,5.7,4.1
3905,11.6,5.7,3.9
3906,20,9.4,7.1
3907,18.9,8.9,6.8
3908,16.2,7.8,5.8
3909,17.4,8.3,6.2
3910,19.7,9.2,7
3911,19.5,9.2,7
3912,19.9,9.3,7.1
3913,16,7.7,5.7
3914,5.9,3.6,2
3915,5.5,3.4,1.9
3916,5.7,3.5,1.9
3917,5.7,3.4,1.9
3918,7.8,4.3,2.8
3919,11,5.4,3.9
3920,23.5,10.2,8.1
3921,24.3,10.4,8.4
3922,21.5,9.2,7.4
3923,19.4,8.2,6.6
3924,27.2,11.5,9.5
3925,31.4,13.2,11
3926,29.1,12.2,10.1
3927,25.4,10.7,8.7
3928,18.8,8.1,6.4
3929,16.5,7.5,5.7
3930,21.5,9.8,7.7
3931,23.6,10.7,8.4
3932,18.7,8.7,6.7
3933,9.2,4.7,3.2
3934,7.3,3.9,2.6
3935,10.4,5.3,3.7
